Cepheid ID,Galaxy_ID,Period,Apparent Magnitude
XYZ622776,PGC3122921,6.137203447607338,30.067814631932688
XYZ360635,UGC07942,6.5409549562548674,29.926138651618775
XYZ458941,SDSSJ125355.24+191533.5,14.548384088492913,29.482068316946904
XYZ786622,IC3096,3.710331688374993,30.71404041117066
XYZ295103,KK164,5.267502230610395,30.118804622497905
XYZ852160,PGC039878,11.262722815406558,29.791119850845337
XYZ131262,NGC4312,8.861423201611172,29.982559839729685
XYZ327881,NGC4653,3.938242421299963,30.61310467657464
XYZ917707,IC0769,13.945662637282185,29.67068890092475
XYZ557262,PGC040096,12.285307335407174,29.932799612022446
XYZ426191,NGC4348,4.086223572819191,30.52210203083899
XYZ393422,NGC4629,25.213111822716648,7.287767466275433
XYZ852186,IC3065,24.750586496535366,29.359830943779375
XYZ721130,PGC039803,9.740298387135732,29.923628507264258
XYZ786674,PGC039825,2.1283527523312267,31.10942419102267
XYZ917750,PGC042842,15.12896225788172,29.46614491529758
XYZ196856,PGC135803 = HIcl,3.663171712568725,30.74775833017612
XYZ491770,NGC4388,1.6229925608838411,31.196214202195776
XYZ557309,PGC039947,11.342660467321878,29.674600736013527
XYZ459007,NGC4624,2.755267058897167,30.845477944895915
XYZ360703,PGC039153,6.04954019721984,7.460607794975914
XYZ426245,SDSSJ124936.90+215505.7,13.525440683577473,29.686528538225318
XYZ819469,NGC4393,3.801661773743325,30.719359716706627
XYZ885007,PGC040630,1.3920340243741691,31.248456768169326
XYZ360719,SDSSJ121222.40+223529.1,5.554404798509314,30.254707570470256
XYZ819478,NGC4411,4.804896474841169,30.369956473009886
XYZ786715,NGC4472,2.1970521799679696,14.000978294180445
XYZ622877,NGC4461,6.195495618891517,30.10909859139409
XYZ983337,NGC4498,3.0914545065502597,30.464869643564317
XYZ721195,NGC4165,3.092467360962809,30.652539831708257
XYZ983345,PGC040462,1.7137528721905462,31.18061854650194
XYZ917819,NGC4207,8.572847701813924,29.929972330813722
XYZ885055,NGC4302,4.087215562617376,30.72036411191565
XYZ295236,PGC040814,8.795938987418463,10.018855799279006
XYZ885067,NGC4393,5.714742052393062,30.2287784458093
XYZ622933,NGC4197,114.35031684889174,27.91170398035311
XYZ852316,SDSSJ121626.98+060307.6,20.055543574741815,29.211586199045595
XYZ164194,NGC4339,2.485351005525929,30.86267610007897
XYZ917861,PGC040957,5.717352033182567,30.131032554126836
XYZ819561,IC3066,4.7137965506802955,30.24402245561338
XYZ590190,UGC07423,6.606833381787393,30.01601959623922
XYZ557427,PGC1260930,4.294023226602401,7.928534098090747
XYZ688503,IC3742,5.540472709294118,30.53451515533253
XYZ229756,IC3381,4.6274523911113725,30.40749930261585
XYZ524671,PGC1278179,11.50941895509183,10.627712344302925
XYZ819587,PGC040540,24.6966941399405,29.152098671431173
XYZ393607,SDSSJ124420.88+060522.5,5.027946262884098,9.93567704954291
XYZ295304,PGC040469,5.657246966920883,30.468407500244993
XYZ459145,[TH2002]230,3.348029318026407,9.74319195611281
XYZ983433,IC3268,1.8140838503173164,31.018535791196207
XYZ983436,NGC4567,1.7509464685634082,30.977341363797958
XYZ197005,PGC042219,2.2639752045158574,31.388816202286314
XYZ655760,AGC227974,4.152377436939126,30.6357951168322
XYZ197009,UGC08285,2.0764741336107795,10.930625187496439
XYZ262555,MRK1313,1.2408556590726312,31.416702733549787
XYZ229804,PGC041356,22.189522778119322,29.177595582124233
XYZ917932,IC3578,66.51551389823086,28.40678855491426
XYZ852401,UGC07249,2.60155165992861,30.935773066230006
XYZ754097,NGC4405,8.270161225419564,30.11838639956247
XYZ295346,PGC039144,5.932866762052146,30.10429288208524
XYZ459194,PGC041495,5.085026824005741,30.452969822027406
XYZ360894,DDO139,18.062635121280106,29.629557378838925
XYZ623039,PGC040338,10.839828245158552,29.866109897526943
XYZ295360,IC3806,5.941120024875308,30.151560193768262
XYZ983495,NGC4591,4.573379142583904,9.696337670584644
XYZ393678,SDSSJ121828.33+060433.9,46.03929636845478,28.580790589565805
XYZ426452,PGC039905,2.047399433122187,30.964836141485193
XYZ524775,VCC1287,6.628252797303065,29.91918882546379
XYZ721399,KDG130,5.075978035315134,30.319167943800306
XYZ852477,PGC041370,4.419770450795742,30.335502448189626
XYZ786947,PGC039542,3.861807341444102,30.496244183524603
XYZ655881,UGC06670,48.36112238328188,6.032816489514591
XYZ623117,PGC039638,5.059447506975582,30.323353507238618
XYZ688653,PGC041993,4.069181660723464,8.301588321526665
XYZ328210,PGC041598,5.606894625980909,30.39651025163943
XYZ426523,PGC042173,3.7029741257758984,30.7323266629403
XYZ164388,NGC4178,2.322338834594066,30.732870996505355
XYZ819750,NGC4457,14.82781265969163,7.266157733823803
XYZ131630,PGC041356,2.149195433071798,30.96915738715707
XYZ197167,PGC042771,10.05075541308615,30.064836677807133
XYZ623156,IC3806,4.6766367270205285,30.466634361136624
XYZ983606,PGC039188,6.6468888859411015,30.3082768982424
XYZ393785,IC3148,12.844438485538387,29.999422525130036
XYZ492091,NGC4281,5.280397671552459,29.927175137025877
XYZ885309,IC3229,88.79306740152826,28.234941711526783
XYZ655939,NGC4635,4.239231502575074,11.611530591345034
XYZ262729,SDSSJ122934.46+075851.5,3.9791122691925658,30.292560898757046
XYZ688716,PGC041245,4.316832443585261,30.67131089207114
XYZ655949,NGC4710,12.59636615514242,29.659058371179505
XYZ426578,IC3742,2.4854539878555992,31.144561358385804
XYZ557653,NGC4470,3.0158505727051064,30.368137515995215
XYZ229992,PGC040779,7.478486344310138,29.956843415298877
XYZ754280,PGC040631,11.222991057981048,29.586375697961476
XYZ524917,NGC4561,28.21119143220298,28.99521546251112
XYZ262778,NGC3976,6.516448091981295,30.282436557370012
XYZ197243,NGC4316,7.045576467321212,30.10223469276362
XYZ361086,PGC042602,2.9528032484018025,30.75778279427925
XYZ918147,PGC040672,8.021291195670207,30.090280260226542
XYZ918156,PGC041607,6.304303242657625,30.098364616501062
XYZ590478,PGC040315,13.775258398932184,29.616754624746733
XYZ983701,PGC040457,26.36616172897166,29.23654030100274
XYZ459415,IC3499,2.6926981711744538,30.935937129812785
XYZ459418,PGC1289492,6.335490324385073,30.2778860988486
XYZ492190,UGC07557,114.40542471251999,6.187316686640589
XYZ656031,PGC040519,13.857648486256279,29.47668805879874
XYZ459427,SDSSJ122928.18+203348.8,11.170907598723055,29.764872879720734
XYZ361123,PGC037779,7.761383181373172,8.816156379415443
XYZ918187,PGC042626,3.342663465742405,30.662301471180903
XYZ557751,PGC039638,1.8068925347474727,31.304491114470938
XYZ197305,SDSSJ122155.85+174052.5,3.5637515190464857,5.043160554524775
XYZ918213,AGC215716,4.479876413925924,30.498404886579372
XYZ950982,PGC039109,4.356470846620665,30.53509297220259
XYZ688839,PGC042248,85.72237663514883,27.885445280524767
XYZ459468,PGC041979,14.446780737551748,29.304307778216877
XYZ590546,SDSSJ124155.33+114003.7,7.968169967127543,29.94342156083501
XYZ950996,IC3735,3.2043205813349176,30.609360843859605
XYZ787158,PGC039164,6.0217786748289335,30.23703763194138
XYZ950998,IC3077,29.390702842663956,29.20206383079707
XYZ656093,PGC039692,7.263051931979449,29.949866088319293
XYZ361191,NGC4469,5.516344711302689,8.279947429238849
XYZ492265,PGC089681,3.3778548189906252,30.459249965951436
XYZ852714,AGC749235,3.425148805681239,9.694639528876621
XYZ951021,AGC219539,5.165642484339216,30.264062639774146
XYZ754423,PGC042436,23.25166456342645,28.993044943770656
XYZ656127,SDSSJ121443.03+103159.1,6.9928826064270595,8.721498140363334
XYZ361216,PGC041206,8.458957816259753,29.804944118571917
XYZ983813,UGC07422,6.663969156798132,30.27594841178522
XYZ623378,PGC039803,9.124638889460142,29.855974315403735
XYZ197394,NGC4281,21.165946761233815,28.9942908689061
XYZ361240,PGC040674,13.260215582163557,29.542398125758066
XYZ262937,NGC4647,5.9123323528897025,30.2663609069113
XYZ819996,SDSSJ122613.89+035013.6,7.622387917962451,29.999054683326257
XYZ262941,AGC226127,28.96876230599443,28.817901882898088
XYZ983840,PGC041507,7.428270899846158,30.08332627898303
XYZ590629,NGC4457,10.03163208382221,29.767340640802054
XYZ230182,NGC4562,14.503547160777838,29.713480398351845
XYZ754474,AGC225998,4.316350061679809,30.49141439999158
XYZ721707,NGC4480,3.4379133474741894,30.83836000839189
XYZ361264,PGC039647,21.35489673249371,29.080628904025094
XYZ688961,IC3413,9.397884816673438,29.829546603807277
XYZ688969,NGC4309,16.610013006499067,29.21248241984452
XYZ721741,NGC4351,23.200346018399205,28.917368899691485
XYZ951118,PGC043019,4.773440564016809,30.32954217633753
XYZ492367,IC0782,3.685257620355437,30.486128020038443
XYZ951121,NGC4356,1.7000166648651618,31.123336014661156
XYZ590692,IC3625B,9.332171346313945,29.895126077306927
XYZ426854,NGC4323,4.522402609267164,30.566388120075064
XYZ426857,PGC040286,13.487224919875176,29.55758681065077
XYZ623466,SDSSJ121820.26+050700.4,25.693260317349967,29.124822704862353
XYZ197485,NGC4348,2.7193596967526394,30.944887322506464
XYZ885626,PGC039994,11.291898532902328,29.7372063633534
XYZ983931,IC3239,1.8548564879032234,31.050885159868855
XYZ852864,AGC221089,15.293173169754324,29.758167114806447
XYZ787335,PGC044685,6.894443917635343,30.12577781727809
XYZ689031,PGC042204,12.286372279470799,29.696320003593815
XYZ295819,AGC227975,9.023952720601569,29.681561299271813
XYZ328588,NGC4635,4.22082129534952,30.556251839909592
XYZ328592,NGC4689,3.922779384804934,10.628815891025162
XYZ754580,AGC229053,2.019578084174108,30.67966471746983
XYZ230293,UGC07504,4.2352783982671856,30.618104446053255
XYZ590744,NGC4254,49.28291186260464,28.65895879955887
XYZ361379,SDSSJ122204.66+074422.0,14.825480456541444,29.427769744443907
XYZ820132,NGC4480,18.36616583196216,29.497417051275868
XYZ164773,UGC07035,19.970996860168267,29.435671250351184
XYZ197542,PGC041942,34.562429895954104,28.860694715084694
XYZ328622,PGC040948,20.80919457567171,29.159718425509332
XYZ951215,PGC043457,10.746827712234506,29.87641519170991
XYZ623554,IC3061,9.736552356364049,29.797458179106272
XYZ328644,PGC039772,22.031570057711203,7.079291902353898
XYZ918471,PGC1397674,9.558054825084792,29.857773800061775
XYZ656330,PGC040457,2.910370896586292,30.66233976641457
XYZ132046,PGC1166504,1.7703620421306607,31.392364334137305
XYZ197583,PGC041284,29.414525539250008,9.450436334759406
XYZ689109,IC3363,15.716349667510595,29.549167203642103
XYZ852951,AGC226030,6.353256854542792,30.265244668923728
XYZ590810,PGC1143451,3.0934682067019676,31.140001050235174
XYZ164829,NGC4178,1.7711222408304195,31.16215039601219
XYZ197600,NGC4377,5.450932301573994,30.18798959239631
XYZ132068,PGC039292,85.86302686491217,28.13113071575917
XYZ820205,KIG0506,3.4869700550899143,30.6030040369751
XYZ590832,SDSSJ121722.25+052545.2,4.552439653473128,30.444873835667646
XYZ361458,SDSSJ121820.26+050700.4,8.727786915427204,29.78536099700137
XYZ525299,PGC1286175,3.067282320762354,30.913204005769213
XYZ852985,NGC4434,2.562149612196602,31.044551227349164
XYZ820231,PGC1346685,4.321776286644501,30.60982920902815
XYZ164874,IC3468,3.7928066379232663,30.6461151833506
XYZ984078,PGC042723,4.818934658440686,7.960184048241022
XYZ853009,NGC4152,4.697900124306294,10.5306594667694
XYZ590867,NGC4328,4.084267064625228,30.411096243475424
XYZ984089,PGC039639,4.9504701820918005,30.14974755166073
XYZ230433,NGC4528,25.037752909363025,28.84696760345565
XYZ164900,NGC4396,16.39584283227065,29.36959783722002
XYZ951333,SDSSJ121722.25+052545.2,2.3583529675349157,30.78772296867859
XYZ328747,SDSSJ121811.60+043840.2,3.2376217588808234,30.597894212873864
XYZ263214,PGC042400,19.136167937008317,29.436030075725423
XYZ361520,PGC038883,13.774130988423883,29.369025027278404
XYZ459837,KKH80,5.152930856228702,9.902363553887902
XYZ918597,PGC040995,12.972713407450662,29.617371940890926
XYZ361541,NGC4845,1.7131040510450495,31.3138219531824
XYZ590920,SDSSJ122358.19+072701.7,4.433368520961314,30.36238524242541
XYZ492618,SDSSJ121140.31+125824.5,5.758209973293855,30.286572499026306
XYZ296025,NGC4476,5.300130810009161,30.404852264413933
XYZ984155,SDSSJ122934.46+075851.5,9.567143132745468,29.694768846879434
XYZ853086,NGC4791,9.541857847285165,29.832673145680385
XYZ459876,IC0809,3.939156981337656,30.587132171237027
XYZ623719,AGC224696,6.916084159007096,30.30173325736428
XYZ525418,NGC4424,5.774696282231844,30.207248906553804
XYZ492652,SDSSJ121058.17+241438.5,4.785354418347792,30.234278641693365
XYZ754797,IC3021,18.59818819760942,29.333232348573798
XYZ164974,PGC040493,4.6871844056116725,30.11524553604412
XYZ197744,NGC4239,4.187154092770076,30.755330791140697
XYZ197746,PGC042878,5.248850025934974,11.724491136985925
XYZ459899,PGC1374673,6.468145897983623,30.461865045102353
XYZ787580,NGC4252,6.926315823762855,30.10838981974635
XYZ361597,PGC037490,3.6449181940233846,30.460196541846038
XYZ263293,PGC042634,4.6888315456003316,30.498812513048875
XYZ525444,SDSSJ120459.57+142420.4,14.989496870920323,29.553775229273352
XYZ394374,NGC4506,6.7953341021809,30.17887361114617
XYZ984199,KK169,5.34247751006598,30.29159581899894
XYZ656525,NGC4299,5.983371216871394,30.13194689545902
XYZ787598,PGC041180,9.329578131956326,30.00361016947025
XYZ853138,NGC4623,2.006993947038324,30.81000459726252
XYZ394386,PGC040235,3.4442657433073744,30.600654433192776
XYZ165010,PGC1172855,5.855557703115283,30.036645035954923
XYZ132245,PGC040469,4.080628477527594,30.299457921324972
XYZ296098,NGC4123,5.115317062765358,30.227789271351686
XYZ853158,IC3393,3.8734705085119425,9.61275501492744
XYZ820404,PGC043211,41.515372371475564,28.843698719833732
XYZ459960,PGC1164663,2.27581215411489,30.886853886583413
XYZ787643,NGC4268,6.967349883553787,30.07307316529755
XYZ754903,NGC4598,4.305221009317416,30.32625859033027
XYZ165085,PGC040737,17.719927910896526,29.213185692147835
XYZ165090,NGC4206,15.226280885006506,29.38429437019655
XYZ492771,IC3148,9.55733961670948,30.00619296540726
XYZ197865,PGC040767,1.1843898417703767,31.49861638908895
XYZ591091,SDSSJ124322.80+054555.2,5.0474676715533295,30.262125424724125
XYZ722164,NGC4476,7.1710825249048575,30.374970421274732
XYZ722175,PGC040388,11.252753961161037,29.763947795001943
XYZ689415,PGC042673,16.140204223694376,29.444818520496476
XYZ787719,PGC3291470,3.289671664598744,30.789835279486528
XYZ492807,PGC040279,5.369806733295571,30.099200970279362
XYZ361759,IC0782,16.70902213258688,29.68321537102689
XYZ558375,PGC1155762,3.742662818731665,30.028679662417005
XYZ689457,PGC039638,17.13260674815596,29.534092153355903
XYZ263474,PGC3090638,9.618319289876913,29.95140674223282
XYZ951602,PGC039421,35.257766911722406,8.344477929438433
XYZ722228,PGC1589647,11.759529530828797,29.64706776184582
XYZ132418,NGC4239,7.198402274288021,30.33314738812662
XYZ394568,KDG155,41.434153533161954,28.945025705409574
XYZ984401,PGC041720,1.3752920057833289,31.44589534934817
XYZ689494,NGC4536,6.7640383595703675,30.135335378391808
XYZ689501,PGC042248,32.91538535240538,28.756550702993934
XYZ460130,PGC040680,5.106846966156859,30.29275567385812
XYZ591207,EVCC0819,8.578762147455091,29.972478112028867
XYZ591208,NGC4344,15.053970628673527,29.231911622087413
XYZ689513,PGC041515,3.2864526240299936,30.83767321960916
XYZ525679,PGC041360,5.171926157734864,30.398429620359128
XYZ787825,PGC040335,12.853004518872057,29.7165029668955
XYZ853363,AGC229177,22.951583705931963,29.182739496035385
XYZ755059,PGC039542,7.726363571696555,30.024959972425368
XYZ755061,PGC135806,15.65756729549316,29.592472112572867
XYZ198003,UGC08056,3.9022600183020932,30.647485561259742
XYZ492923,UGC08056,6.866524454911956,30.270098840348933
XYZ394621,AGC732245,5.1549226666045564,30.16795006488984
XYZ787839,PGC040957,109.83230220081154,27.915553962668554
XYZ361861,NGC4431,23.703474805696043,29.368979145702795
XYZ427405,NGC4621,2.664222241284716,30.655122929965927
XYZ755092,IC3740,84.6317802543285,27.926997650660546
XYZ296341,NGC4598,13.891691405320552,29.47503013041841
XYZ918935,IC3167,3.627994578925696,30.592821020497983
XYZ886170,PGC042748,1.3462551396760682,31.35906776357961
XYZ460196,PGC042673,7.305235319213182,30.04354451535169
XYZ558503,PGC039392,8.088891915492722,30.052559887455132
XYZ427433,NGC4466,9.648637700611072,30.13741805002299
XYZ820653,NGC4224,2.205847107387427,30.83729856443826
XYZ787886,NGC4434,5.044396129943233,30.5429274353249
XYZ951725,NGC4435,28.730773461453143,29.39549069306832
XYZ361907,IC3540,1.5098268861465935,31.177750993986578
XYZ230852,EVCC0259,14.368156979498023,29.4491648718245
XYZ230855,PGC040414,9.408218475418876,29.920911305733718
XYZ853450,PGC158230,4.635929376667371,30.093902480163063
XYZ263634,NGC4866,6.7254015250544485,30.204276957031784
XYZ361944,IC3412,22.889247555420653,29.05852010265229
XYZ198106,PGC040641,34.508739520064836,28.669171645183013
XYZ165338,IC3099,5.068705473052353,30.08935906052097
XYZ525792,PGC041463,6.436944890408281,30.054847554589347
XYZ558566,SDSSJ115300.30+160229.4,3.5342259742036752,30.704269976762323
XYZ886247,PGC038859,7.49606727867388,29.983195349485293
XYZ951784,AGC213178,7.162669715547529,30.08869798336355
XYZ361962,PGC040468,7.44284402978761,30.096914686012557
XYZ460267,PGC040046,6.937098167259404,29.983883723249544
XYZ755178,PGC041180,10.7955556943095,8.60982726696514
XYZ853491,SDSSJ121419.86+132706.4,11.708001532324891,29.745467698560287
XYZ165370,IC3475,3.6297198357118465,30.583649362037296
XYZ165375,PGC039467,3.942512392679043,30.618925529872552
XYZ427520,PGC040156,3.9416447528619805,30.829180982258634
XYZ132610,NGC4571,3.6681584574764736,30.493541535822114
XYZ198152,PGC041433,5.742338788238353,30.165677920055664
XYZ591369,SDSSJ114717.56+162004.5,8.630467821805862,30.354742750592553
XYZ165389,PGC213995,7.694587532816967,30.284654174826404
XYZ362007,UGC06747,4.757874305675114,30.33945140855373
XYZ755224,SDSSJ121845.12+061547.3,23.49958611674587,29.281875325193745
XYZ558623,SDSSJ124451.77+162505.5,5.169794018282835,30.619949982030125
XYZ198175,PGC1475898,39.84024233910324,28.852390733109093
XYZ525860,PGC041515,5.430966244714933,30.493734504545824
XYZ493093,NGC4328,8.305948169252243,29.78402481268262
XYZ722470,PGC041000,1.7540841596003744,11.931703652143746
XYZ624167,SDSSJ121612.76+072721.6,1.4390901092012625,31.37881982710291
XYZ230953,NGC4747,66.4918801592371,28.247783409270102
XYZ132650,Mrk51,6.628626553361992,30.118658277738326
XYZ263732,SDSSJ123549.46+201755.0,15.87752522481114,6.475662004728029
XYZ788024,NGC4235,23.162911022648665,29.003824322737778
XYZ591417,PGC037954,3.714007960248102,30.333333461842976
XYZ394811,VCC114,13.843246473964925,29.457018481440862
XYZ919101,PGC041802,1.388690864143281,31.374041411349857
XYZ984640,PGC039230,7.571468066068608,30.054454768012658
XYZ132680,PGC042084,5.1132716231459385,30.531364998755272
XYZ230989,NGC4344,9.909238809036623,29.68587101726626
XYZ394833,IC3227,20.14085353866331,29.353636747898513
XYZ689746,PGC039264,7.292133785667509,30.407926954516654
XYZ656979,PGC086434,5.044273186019893,30.120287733836246
XYZ853590,IC0782,6.990843687880928,8.392433156662218
XYZ755286,PGC042779,10.626458140588925,29.733987827578773
XYZ755288,PGC1664006,5.105173297681752,30.446803450095466
XYZ558681,PGC041712,4.290773899987026,30.478541739977057
XYZ329313,IC3032,25.46965236446923,29.10020032606322
XYZ886373,NGC4466,31.368921431189452,29.10662254077955
XYZ820842,PGC041942,3.6907890412697237,30.35920117319641
XYZ132715,PGC039420,6.873801815231031,30.13481186611249
XYZ427630,PGC040444,7.898378787462593,9.668714057984666
XYZ558704,PGC1137065,6.295536968913648,8.596346949909577
XYZ853631,PGC039905,1.3630231454202506,31.556609068361524
XYZ198275,PGC041428,4.471065775728025,30.580304149968832
XYZ329358,PGC040958,7.629048794832736,29.85247797281889
XYZ493207,IC3313,19.38906193844237,29.257631632445143
XYZ984728,NGC4632,5.451041641094902,30.32097410139356
XYZ165536,PGC2832063,6.897426357298745,30.245744595111574
XYZ296616,UGC07929,3.499206281312912,30.727079981413535
XYZ165545,PGC040519,2.31963276334998,8.066982515666577
XYZ100014,PGC043072,16.19971830089386,29.39124197288526
XYZ296625,IC0755,15.430267412026208,29.493290732844965
XYZ886451,NGC4277,4.8300405212215125,30.344683281511703
XYZ362165,IC3032,3.4032105280228966,30.698334532126335
XYZ132790,IC3435,13.139442553342775,29.672817697405026
XYZ689865,IC3740,16.609941280990842,29.145625002247176
XYZ788171,NGC4412,4.180983174307174,30.275828371254168
XYZ952016,NGC4635,5.630318898150546,30.080118277271524
XYZ329425,SDSSJ121722.25+052545.2,7.46204052638491,30.002735913216316
XYZ362201,UGC07636,3.9358542210016694,11.423567049402191
XYZ886490,PGC043739,7.002546705785346,29.953832534372115
XYZ591579,PGC040917,27.67175045754055,29.172637349201008
XYZ788188,PGC040707,7.72465310631335,29.9748307800234
XYZ558827,PGC041607,22.517439208580196,29.0998648555443
XYZ526065,IC3303,5.087697795765775,30.32326096346925
XYZ198390,NGC4639,14.19466578552347,29.50051617577761
XYZ722683,AGC233574,23.12325591069528,29.28377604131698
XYZ886532,PGC040683,2.620474031642776,30.7682748982828
XYZ755472,PGC1233241,5.51140320128027,30.20969676099962
XYZ919321,UGC07854,10.076920786016846,29.875540543137515
XYZ853795,PGC042626,16.266638592488366,29.375486248075312
XYZ657188,PGC042710,10.98827048539028,29.67865440215355
XYZ919336,IC3258,4.560430450174116,30.556860992314093
XYZ657197,IC3591,1.59915264993222,31.105867396441212
XYZ689977,SDSSJ124942.06+052922.2,21.329160567143028,29.222756338054722
XYZ722747,NGC4328,2.4331792943614876,30.461848036844614
XYZ984896,PGC040707,12.545328654983704,10.823405292245294
XYZ722757,SDSSJ121917.10+053442.3,6.123473313994671,10.918574440314032
XYZ100169,PGC042980,7.278480186012894,30.155667920849776
XYZ231241,PGC040825,2.0884522280672875,31.12311923438081
XYZ821069,PGC039041,42.907370402314776,28.606010848431016
XYZ264018,PGC039757,14.88173633268768,29.62445520687019
XYZ788307,IC3019,9.844599166865557,29.659604826167275
XYZ755543,PGC1314461,9.564970412964103,30.05982570182134
XYZ493408,NGC4293,2.8034057510400787,30.618873984960914
XYZ591713,PGC038837,8.078091560896976,29.79808028144216
XYZ362338,UGC07697,1.5175877509681823,31.235119895596853
XYZ198497,AGC742455,7.588837611431464,29.875648089068875
XYZ558972,SDSSJ122927.63+055825.0,7.29242663441588,29.98736587371509
XYZ165759,PGC042768,19.049422977705692,29.143127827383342
XYZ722816,IC3742,9.491172224011438,29.944652709951047
XYZ722822,UGC06881,4.07071130428295,30.427201686871353
XYZ264074,IC0796,6.440666528978323,10.273749399839897
XYZ952205,IC3490,3.9155969370863715,9.673120745800414
XYZ722833,IC3490,49.266605582128726,28.57690361223889
XYZ657301,NGC4353,1.387879885290455,31.10795291600518
XYZ886678,AGC732245,7.875399597702928,29.70973099199635
XYZ919451,PGC040814,7.869118930616907,30.241649121004166
XYZ231324,PGC040540,1.6682804352142293,8.834577039258846
XYZ952225,PGC042454,28.24871924026871,29.223492983639108
XYZ853943,PGC1159978,35.43569740795365,9.02026915292631
XYZ198584,NGC4450,3.912663799163166,30.63121839361351
XYZ133048,AGC219541,6.488749488249953,29.99880433144465
XYZ886714,PGC040707,3.876135346569833,30.61769352695124
XYZ657350,PGC1674681,4.258572297939729,30.336347460080837
XYZ952270,PGC042609,15.360649843124506,29.632069145378978
XYZ427982,PGC042057,6.30081129120471,30.324639146677878
XYZ264146,SDSSJ125504.03+074316.9,12.25764073605344,29.847657273010146
XYZ198611,IC3099,23.37088284920521,29.043336334349007
XYZ722912,UGCA379,9.50818150630765,29.75199986531419
XYZ886762,PGC040312,5.542545055366688,30.405085449838182
XYZ690158,PGC042110,5.5472579268476325,30.244733562604303
XYZ854005,PGC040889,14.196964940211872,7.049905858996819
XYZ460791,UGC08285,45.630430016508775,28.690543149458723
XYZ985084,NGC4273,1.2493056970095973,31.173553534310145
XYZ165885,PGC039730,1.0409488309622978,31.600028432729708
XYZ133120,IC3576,19.110692299260535,29.492039950875267
XYZ428035,PGC1166209,5.303449273441717,30.021589946374462
XYZ493571,AGC732194,83.8106327908185,27.932055197855135
XYZ788485,KK173,4.286673177644911,30.34040220609553
XYZ788496,PGC039757,3.298302645206779,30.78310053413092
XYZ821265,NGC4340,12.443297259764286,29.749532820828634
XYZ657424,UGC07143,20.99978613117765,29.2220138752803
XYZ755736,AGC749241,31.451028848510436,28.93229539554765
XYZ296996,VCC565,4.75251246029035,6.859097043727832
XYZ690215,AGC213178,46.229353530084865,8.895622377625138
XYZ886830,MRK1313,8.049072713866176,7.660754025638049
XYZ362542,NGC4207,15.613710617734833,29.5400968513057
XYZ395312,PGC3294456,12.422517606812987,29.833246853545724
XYZ493620,PGC041805,5.094014500683394,30.252712805666917
XYZ854075,PGC039928,6.379387985791888,30.113714330712604
XYZ854079,IC3384,12.401154886029559,7.794273228401572
XYZ297026,NGC4237,6.782732577257075,30.092503597195403
XYZ559171,PGC1103962,15.718644611998378,29.0449524770468
XYZ165960,IC0781,3.778261400469933,30.620390389124776
XYZ886858,NGC4666,5.071922850113702,30.151211446389226
XYZ821322,IC3392,2.0574180714662784,30.95198415572232
